encoding qubits,number of iterations,solution,eigenvalue,time
4,90,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.0357489585876465
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.026070117950439453
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,0.10077905654907227
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,1.2327170372009277
4,4,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.8944320678710938
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,3.9760682582855225
4,6,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.002072811126709
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,4.684016227722168
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.341362953186035
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.4799628257751465
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,4.895146369934082
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.812833786010742
4,30,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.819993019104004
4,40,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,2.931791067123413
4,50,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.416240930557251
4,60,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.654641151428223
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.1621360778808594
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.2033159732818604
4,90,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,3.383323907852173
4,1,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.02364802360534668
4,2,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,0.10443902015686035
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.4467179775238037
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.7734568119049072
4,5,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.816573143005371
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.2543349266052246
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,1.6223299503326416
4,8,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.0998599529266357
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,4.429095983505249
4,10,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,3.5965428352355957
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.3869290351867676
4,30,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.6095809936523438
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.518096923828125
4,50,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.8761398792266846
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.5655550956726074
4,70,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.234867095947266
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.8612499237060547
4,90,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.437272071838379
4,1,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.0376589298248291
4,2,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.031090974807739258
4,3,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.8184218406677246
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.46767687797546387
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.44909000396728516
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.1526198387145996
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.3242709636688232
4,8,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,1.3109619617462158
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.2733991146087646
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.008086919784546
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,1.8734111785888672
4,30,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,2.4192731380462646
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.9694552421569824
4,50,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.6430418491363525
4,60,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.579738140106201
4,70,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.460294008255005
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.885723352432251
4,90,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,4.243304014205933
4,1,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.02157425880432129
4,2,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.027378082275390625
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.11344504356384277
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.3710968494415283
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,0.4277360439300537
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.647099256515503
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,2.753988742828369
4,8,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.9472651481628418
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.712041139602661
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.2510740756988525
4,20,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,3.2227671146392822
4,30,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,3.0001518726348877
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.466989755630493
4,50,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,4.843722105026245
4,60,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,3.302978038787842
4,70,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,2.2449910640716553
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.5792949199676514
4,90,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.89693284034729
4,1,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,0.024924278259277344
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,0.06918692588806152
4,3,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.31270503997802734
4,4,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,1.180182933807373
4,5,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.7132327556610107
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,0.44684386253356934
4,7,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,1.0877833366394043
4,8,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.4956228733062744
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.872831106185913
4,10,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.373192071914673
4,20,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,2.220133066177368
4,30,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,4.513338327407837
4,40,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.187474012374878
4,50,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.0612359046936035
4,60,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.096381902694702
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.342586040496826
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.0197598934173584
4,90,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.2737112045288086
4,1,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.023979902267456055
4,2,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.1208488941192627
4,3,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.30629682540893555
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.5441949367523193
4,5,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.4794628620147705
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.1855099201202393
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.0624938011169434
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.125980854034424
4,9,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,2.405341863632202
4,10,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.237962007522583
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.2846620082855225
4,30,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.9959330558776855
4,40,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.8832759857177734
4,50,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,3.2924718856811523
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.8674099445343018
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.4229938983917236
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.5455191135406494
4,90,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.961927890777588
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.06252002716064453
4,2,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,0.10118293762207031
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.43798398971557617
4,4,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.432832956314087
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.4171440601348877
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.248250961303711
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.3711721897125244
4,8,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,1.9916317462921143
4,9,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,2.111755609512329
4,10,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.125749111175537
4,20,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,4.548593759536743
4,30,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.840780019760132
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.7673232555389404
4,50,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.884399890899658
4,60,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.488158941268921
4,70,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,4.435534238815308
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,3.0821259021759033
4,90,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.814030885696411
4,1,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.12317276000976562
4,2,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.043103933334350586
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,0.9123172760009766
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,0.775120735168457
4,5,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.8129081726074219
4,6,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,1.4701259136199951
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.6426749229431152
4,8,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.746579170227051
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.8817288875579834
4,10,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,4.151227235794067
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.5479660034179688
4,30,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.0793888568878174
4,40,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.2770278453826904
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.7125802040100098
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,3.9859941005706787
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.433760166168213
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.1766116619110107
4,90,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,1.948747158050537
4,1,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.02486276626586914
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.11852073669433594
4,3,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.034700870513916016
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.12580418586730957
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.697277307510376
4,6,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.31130313873291016
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,4.586237907409668
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.376361846923828
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,4.812574863433838
4,10,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,3.360990047454834
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.8772239685058594
4,30,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,3.6036572456359863
4,40,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.394063949584961
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.1263880729675293
4,60,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,3.4539670944213867
4,70,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,2.024975299835205
4,80,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.289440631866455
4,90,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.352820873260498
4,1,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.2973790168762207
4,2,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.02906513214111328
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,0.4152371883392334
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.3529801368713379
4,5,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.323399066925049
4,6,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,3.2949259281158447
4,7,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.8485188484191895
4,8,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,0.944378137588501
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,2.190556049346924
4,10,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.361398935317993
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,2.402812957763672
4,30,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,3.4029300212860107
4,40,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.312627077102661
4,50,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,1.5132548809051514
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.406907081604004
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,5.2798912525177
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,4.72069787979126
4,90,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.520015001296997
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.024287939071655273
4,2,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,0.10481500625610352
4,3,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.15700912475585938
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,0.2518329620361328
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,1.364598035812378
4,6,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.3020668029785156
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.420487880706787
